job_title_upd,organization_name,is_IT
Senior Developer – Generative AI,Lumenalta (formerly Clevertech),IT
"Senior Developer Advocate, Open Lakehouse",Databricks,IT
Senior Developer Success Manager,Lensa,IT
Senior Device Security Engineer,World,IT
Senior DevOps Engineer,HII-TSD,IT
Senior DevOps Engineer,Jacobs,IT
Senior DevOps Engineer,RemoteWorker US,IT
Senior DevOps Engineer,Enlighten,IT
Senior Diagnostics Application Engineer - Python,Rivian and Volkswagen Group Technologies,IT
Senior Digital Design Engineer,Jobot,IT
Senior Digital Design Engineer,Dice - JW,IT
Senior Director - Data Science,BioSpace,IT
Senior Director Engineering,Lensa,Non-IT
Senior Director of Software Engineering - Software Engineering Team Lead,JPMorgan - XML,IT
Senior Director Software Engineering,Lensa,IT
Senior Director Supply Chain & Logistics - Technology,Blue Origin,Non-IT
Senior Director- ITAM Sales,Lensa,Non-IT
"Senior Director, Software Engineering",Lensa,IT
"Senior Director, Technology Product Management, Value Based Care",Lensa,Non-IT
"Senior Director, Technology Strategy",Lensa,Non-IT
Senior Directory Services IAM Engineer,Salesforce,IT
Senior Distinguished Engineer - CEP Experimentation and Feature Management Platform,Capital One,IT
Senior Distribution Engineer 1 - Grid,Sargent & Lundy,IT
Senior Drainage Project Engineer,"Volkert, Inc.",IT
Senior Dynamic Positioning Operator,Noble Drilling,Non-IT
"Senior Editor, Private Equity",Pitchbook Data Inc.,Non-IT
Senior Electrical Commissioning Engineer,Burns & McDonnell,IT
Senior Electrical Design Engineer,"BAE Systems, Inc.",IT
Senior Electrical Engineer,Parallel Systems,IT
Senior Electrical Engineer,HEAPY,IT
Senior Electrical Engineer,Laborie,IT
Senior Electrical Engineer,Baker Group,IT
Senior Electrical Engineer,Northwood,IT
Senior Electrical Engineer,Shield AI,IT
Senior Electrical Engineer,"Kelly Science, Engineering, Technology & Telecom",IT
Senior Electrical Engineer,Great Oaks Engineered Solutions,IT
Senior Electrical Engineer,"Westwood Professional Services, Inc.",IT
Senior Electrical Engineer,Advanced Sterilization Products,IT
Senior Electrical Engineer,Aggreko,IT
Senior Electrical Engineer - Consumer Products,Burns & McDonnell,IT
Senior Electrical Engineer - Substation,Burns & McDonnell,IT
"Senior Electrical Engineer, Colocation Regional Engineering",Amazon Web Services (AWS),IT
"Senior Electrical Integration Engineer, Body Electronics",Ford Motor Company,IT
"Senior Electrical Systems Integration Engineer, Body Controls",Ford Motor Company,IT
Senior Electronic Design Engineer,Rivian and Volkswagen Group Technologies,IT
Senior Electronic War Engineer,Boeing,IT
Senior Embedded Electrical Engineer,Molex,IT
"Senior Embedded Software Development Engineer, Kuiper",Amazon,IT
Senior Embedded Software Engineer,Dice - JW,IT
Senior Embedded Software Engineer,Google - Wing,IT
Senior Embedded Software Engineer,Draper,IT
Senior Embedded Software Engineer,Collins Aerospace,IT
"Senior Embedded Software Engineer, EW",Anduril Industries,IT
"Senior Embedded Software Engineer, Optical Inter-Satellite Link",RemoteWorker US,IT
Senior Embedded Vulnerability Researcher,Draper,Non-IT
Senior Emulation Power Engineer,NVIDIA,IT
Senior Endpoint  Engineer,IT Associates,IT
Senior Engineer,Chenega MIOS SBU,IT
Senior Engineer - Linux Automotive,Qualcomm,IT
Senior Engineer - Rails,Underdog Fantasy,IT
Senior Engineer – Disposables R&D,Vantive XML,IT
"Senior Engineer I/II, Human Factors",BioSpace,IT
Senior Engineer Software - US Based,Lensa,IT
Senior Engineer Software Engineering - US Based,Lensa,IT
Senior Engineer- Gas Planning and Compliance,Madison Gas and Electric,IT
"Senior Engineer, Android",SiriusXM,IT
"Senior Engineer, CPU Debugger",Nintendo of America Inc.,IT
"Senior Engineer, Mechanical Integrity","Kairos Power, LLC",IT
"Senior Engineer, Product InfraOps",Lensa,IT
"Senior Engineer, Qlik Sense",Fitch Ratings,IT
"Senior Engineer, SRE GenAI",T-Mobile,IT
"Senior Engineer, Traffic Operations","Iteris, Inc.",IT
Senior Engineering Designer,American Water,Non-IT
Senior Engineering Manager - InsurTech,Dice - JW,Non-IT
"Senior Engineering Manager, Onboarding Experience",Upstart,Non-IT
Senior Environmental Engineer,Haley & Aldrich,IT
Senior Environmental Scientist - Natural Resources,Langan,IT
Senior Environmental Scientist - NPDES Permitting,Burns & McDonnell,IT
"Senior Equipment Engineer, Sub-Same Day",Amazon,IT
Senior Equipment Maintenance Technician,"Rochester Electronics, LLC",Non-IT
Senior Exploitation Specialist – Analytic Methodologist,QinetiQ US,Non-IT
Senior Factory Systems Integration Engineer,Rivian and Volkswagen Group Technologies,IT
"Senior Federal Subcontracts Administrator, Fully  options",Lensa,IT
Senior Field Application Engineer,Thales,IT
Senior Financial Analyst,Methodist Health System,IT
Senior Financial Analyst - Treasury,"Solera Holdings, Inc.",IT
"Senior Financial Analyst, FP&A",Stackadapt JW,IT
"Senior Financial Analyst, SCOT Finance",Amazon,IT
Senior Financial Analyst/Project Accountant,ERM Europe Ltd.,Non-IT
Senior Firmware Engineer,Cyberobotix,IT
Senior Firmware QA Engineer - Kohler Ventures,Lensa,IT
Senior Front End Engineer,RemoteWorker US,IT
Senior Front-end Engineer,Generac Power Systems,IT
Senior Frontend Cloud Developer for Intelligent Data Lake,Dice - JW,IT
Senior Frontend Engineer,Hatch Talent,IT
Senior Frontend Engineer,Adyen B.V.,IT
"Senior Frontend Engineer, Materia AI",Thomson Reuters,IT
Senior Full Stack Developer,Jobot,IT
Senior Full Stack Developer,"FleetCor Technologies, Inc.",IT
Senior Full Stack Developer,Kemper,IT
Senior Full Stack Developer,Dice - JW,IT
Senior Full Stack Engineer,Motion Recruitment,IT
Senior Full Stack Engineer,Ro,IT
Senior Full Stack Engineer - AI,Newmark,IT
Senior Full Stack Engineer - Cloud Infrastructure,Dice - JW,IT
Senior Full Stack Java Developer C13 VP,Citi,IT
Senior Full Stack Software Developer,LPL Financial,IT
Senior Full Stack Software Engineer,RemoteWorker US,IT
Senior Full Stack Software Engineer,Panasonic Connect North America,IT
Senior Full-Stack .Net Developer,Lensa,IT
Senior Full-Stack .NET Developer,Tier4 Group,IT
Senior Fullstack Engineer Community Support Engineering,Airbnb,IT
Senior Fullstack Engineer Software Engineer - OS - OTA - Node - Los Angeles,Motion Recruitment,IT
Senior Fullstack Software Engineer,Electric Power Engineers,IT
Senior General Liability Property Damage Technical Claims Specialist,Argo Group,Non-IT
Senior Global Trade Compliance Analyst,Lensa,IT
Senior Go Software Engineer,Blizzard Entertainment,IT
"Senior Golang Software Engineer - Chicago, IL or Reston, VA- ONSITE",RemoteWorker US,IT
Senior Group Risk Analyst  Internal Loss Event Data Program,TD,IT
"Senior Guidance, Navigation and Controls Engineer",Insight Global,IT
"Senior Hardware Dev Engineer, Project Kuiper",Amazon,IT
Senior Hardware Test Engineer,Nokia,IT
Senior High-Performance LLM Training Engineer,NVIDIA,IT
Senior Highway Engineer / Project Manager,Gannett Fleming,IT
Senior HPC Storage Architect,HUDSON RIVER TRADING LLC,IT
Senior Human Resources Systems Analyst,ZOLL Medical Corporation,IT
"Senior HW Test Engineer, Amazon Robotics Hardware Test",Amazon,IT
Senior Implementation Software Delivery Consultant,Wind River,IT
Senior Industrial Design Engineer,Amazon,IT
"Senior Industrial Designer, SSD Design Engineering",Amazon,Non-IT
Senior Industrial/Productivity Engineer,Harbinger,IT
Senior Information Technology Project Manager,"PMO Partners, LLC",Non-IT
Senior Infrastructure Engineer,SMBC Group,IT
"Senior Innovation & Design Engineer, Worldwide Design Engineering",Amazon,IT
"Senior Innovation Engineer, WW Innovation Engineering",Amazon,IT
Senior Inpatient Hospital Coder,Ochsner Health,Non-IT
Senior Inpatient Hospital Coder - Full Time,Ochsner Health,Non-IT
"Senior Instructional Design Specialist, Global Training",KBI Biopharma,Non-IT
Senior Internal Audit Manager,Robert Half - NA/US/SEP,Non-IT
Senior IOS Engineer - Bundled Product Shopping,Expedia Group,IT
Senior IS Applications Analyst *Virtual*,Talentify.io,IT
Senior IT Application Specialist,Geotab,IT
Senior IT Auditor,Northwest Bank,IT
Senior IT Engineer,"Innovative Defense Technologies, LLC",IT
Senior IT Procurement,Lensa,IT
Senior IT Project Manager,Lensa,IT
Senior IT Project Manager -   - Interim / Active Secret Clearance Required,Talentify.io,IT
SENIOR IT PROJECT SPECIALIST,Lensa,IT
Senior IT Service Delivery Coordinator,Lensa,IT
Senior IT Software Engineer,"Garmin International, Inc",IT
Senior IT Specialist,The National Audubon Society,IT
Senior IT Systems Engineer - Observability Team,Lensa,IT
"Senior IT Systems Engineer, Ops",Google Fiber,IT
Senior Java Backend Developer,Lensa,IT
Senior Java Developer,Lensa,IT
Senior Java Developer,Piper Companies,IT
"Senior Java Developer - Boston, MA",Lensa,IT
Senior Java Engineer,Lensa,IT
Senior Java Full Stack Developer,Fannie Mae,IT
Senior Java Microservices Developer,Lensa,IT
Senior Java Software Engineer,Confidential,IT
Senior Lead AI Engineer,RemoteWorker US,IT
Senior Lead Cybersecurity Architect,JPMorgan - XML,IT
Senior Lead Machine Learning Engineer,RemoteWorker US,IT
Senior Lead Machine Learning Engineer - Garage,RemoteWorker US,IT
Senior Lead Mobile Engineer,RemoteWorker US,IT
Senior Lead Platform Engineer,RemoteWorker US,IT
"Senior Lead Platform Engineer, IBM Sterling Suite",RemoteWorker US,IT
Senior Lead Security Engineer - Python & Cloud,JPMorgan - XML,IT
Senior Lead Site Reliability Engineer,JPMorgan - XML,IT
Senior Lead Software Engineer,RemoteWorker US,IT
Senior Lead Software Engineer,Capital One,IT
Senior Lead Software Engineer - Machine Learning Engineer,JPMorgan - XML,IT
Senior Lead Software Engineer - Platform Architect,JPMorgan - XML,IT
Senior Lead Software Engineer - Public Cloud Engineer,JPMorgan - XML,IT
"Senior Lead Software Engineer - Python, Front office, trading",JPMorgan - XML,IT
Senior Lead Software Engineer - Python/Java/AWS,JPMorgan - XML,IT
Senior Lead Software Engineer - Windows Server Software Engineer,JPMorgan - XML,IT
Senior Lead Software Engineer Full Stack,JPMorgan - XML,IT
"Senior Lead Software Engineer, Back End",RemoteWorker US,IT
"Senior Lead Software Engineer, Back End",Capital One,IT
"Senior Lead Software Engineer, Distributed Systems",RemoteWorker US,IT
"Senior Lead Software Engineer, Full Stack",RemoteWorker US,IT
"Senior Lead Software Engineer, Full Stack",Capital One,IT
"Senior Lead Software Engineer, Full Stack, Bank Tech",RemoteWorker US,IT
"Senior Lead Software Engineer, Salesforce",RemoteWorker US,IT
Senior Litigation Paralegal,Stealth,Non-IT
Senior Logistics Analyst,AAR,IT
"Senior Machine Learning - Compiler Engineer III, AWS Neuron, Annapurna Labs",Amazon Web Services (AWS),IT
Senior Machine Learning Engineer,QuinStreet,IT
Senior Machine Learning Engineer,ZoomInfo,IT
Senior Machine Learning Engineer,RemoteWorker US,IT
Senior Machine Learning Engineer,Amazon,IT
Senior Machine Learning Engineer,Adobe,IT
Senior Machine Learning Engineer,42dot,IT
Senior Machine Learning Engineer,General Motors,IT
Senior Machine Learning Engineer - Platform,Gusto,IT
Senior Machine Learning Engineer - Poe,Quora,IT
Senior Machine Learning Engineer -Acrobat,Adobe,IT
Senior Machine Learning Engineer-Perception,Motional,IT
"Senior Machine Learning Engineer, AGI Foundations",Amazon,IT
"Senior Machine Learning Engineer, Amazon General Intelligence",Amazon,IT
"Senior Machine Learning Engineer, Digital Video and Audio",Adobe,IT
Senior Machine Learning Scientist,Freenome,IT
Senior Mainframe Developer,Conexess Group,IT
Senior Maintenance Reliability Engineer,Perdue Farms,IT
Senior Management Analyst - Strategic Communications and Analysis,CGI,IT
Senior Manager IT Operations,Jobot,IT
Senior Manager Site - Integrated Supply,Vallen USA,Non-IT
"Senior Manager Software Engineer, Fullstack",RemoteWorker US,IT
"Senior Manager Software Engineer, People Leader",RemoteWorker US,IT
Senior Manager Software Engineering,RemoteWorker US,IT
"Senior Manager Software Engineering, Full Stack",RemoteWorker US,IT
"Senior Manager Software Engineering, Full Stack",Lensa,IT
"Senior Manager, AI Engineer",RemoteWorker US,IT
"Senior Manager, AI Engineer",Capital One,IT
"Senior Manager, Critical Systems and Facilities",SiriusXM,IT
"Senior Manager, Internal Audit & SOX - IT",Freshworks,IT
"Senior Manager, IT Software Implementation - USA",Lensa,IT
"Senior Manager, Platform Engineer",RemoteWorker US,IT
"Senior Manager, Powertrain Engineering",Dice - JW,Non-IT
"Senior Manager, Product Management - Capital One Software",Lensa,IT
"Senior Manager, Product Management- Capital One Software",Lensa,IT
"Senior Manager, Product Manager- Retail Bank Marketing",Capital One,IT
"Senior Manager, Software Engineer",RemoteWorker US,IT
"Senior Manager, Software Engineer",Capital One,IT
"Senior Manager, Software Engineer, Back End",RemoteWorker US,IT
"Senior Manager, Software Engineering",RemoteWorker US,IT
"Senior Manager, Software Engineering",Dice - JW,IT
"Senior Manager, Software Engineering - Card Tech",RemoteWorker US,IT
"Senior Manager, Software Engineering Bank Tech",RemoteWorker US,IT
"Senior Manager, Software Engineering, Back End",RemoteWorker US,IT
"Senior Manager, Software Engineering, Back End",Capital One,IT
"Senior Manager, Software Engineering, Back End, People Leader",RemoteWorker US,IT
"Senior Manager, Software Engineering, DevOps",RemoteWorker US,IT
"Senior Manager, Software Engineering, DevOps",Capital One,IT
"Senior Manager, Software Engineering, Front End",RemoteWorker US,IT
"Senior Manager, Software Engineering, Front End Angular",RemoteWorker US,IT
"Senior Manager, Software Engineering, Full Stack",RemoteWorker US,IT
"Senior Manager, Software Engineering, Full Stack",Capital One,IT
"Senior Manager, Software Engineering, Full Stack, Bank Tech",RemoteWorker US,IT
"Senior Manager, Software Engineering, Mobile Development",RemoteWorker US,IT
"Senior Manager, Software Engineering, Slack",RemoteWorker US,IT
"Senior Manager, Software Firewall CSP OEM Partnerships GTM",Palo Alto Networks,IT
"Senior Manager, SOX and IT Compliance","CareDx, Inc.",IT
Senior Manufacturing Applications Systems Engineer,ON Semiconductor,IT
Senior Manufacturing Engineer - Turbomachinery,Anduril Industries,IT
Senior Manufacturing Test Engineer,skydio,IT
"Senior Manufacturing Test Engineer , Advanced Manufacturing Engineering",Lensa,IT
Senior Marine Structural Engineer,GeoSyntec Consultants,IT
Senior Marketing Science Analyst,Analytic Partners,IT
Senior Mechanical Design Engineer - Production,Lensa,IT
Senior Mechanical Engineer,Pond & Company,IT
Senior Mechanical Engineer,"Hyundai America Technical Center, Inc. (HATCI)",IT
Senior Mechanical Engineer,WSP USA,IT
Senior Mechanical Engineer,PM Group,IT
Senior Mechanical Engineer - TS Clearance,Jacobs,IT
Senior Mechanical Engineer – Aviation & Federal,Burns & McDonnell,IT
Senior Mechanical Engineer – Thermal Engineer,Raytheon,IT
Senior Mechanical Engineer- Solid Propulsion Systems Specialist,L3Harris Technologies,IT
Senior Mechanical Engineer/Technical Lead,Jobot,IT
Senior Mechanical Engineer/Technical Lead,Dice - JW,IT
Senior Merchant Fraud Engineer,Global Technology,IT
"Senior Mgr, Software Engineering",RemoteWorker US,IT
"Senior ML Compiler Engineer, Compute",Waymo,IT
"Senior Mobile Engineer, Android",RemoteWorker US,IT
"Senior Mobile Software Engineer - TS/SCI w/ Poly required - Ft. Meade, Maryland",Deloitte,IT
Senior Mobile Solutions Administrator,Rite-Hite,IT
Senior MuleSoft Developer,Dice - JW,IT
Senior Network Administrator,Oak Ridge National Laboratory,IT
Senior Network Administrator,ManTech,IT
"Senior Network Engineer, Edge Networking",ByteDance,IT
Senior Networking Architect,NVIDIA,IT
Senior Node Software Engineer,Motion Recruitment,IT
"Senior Observability Architect, AI and HPC",NVIDIA,IT
"Senior Operations Engineer, Operations Engineering",Amazon,IT
Senior Opto-Mechanical Design Engineer,KLA Tencor,IT
Senior or Principal Data Scientist - Technical AI Ethicist,Salesforce,IT
"Senior or Staff Software Engineer, Backend",OneSignal,IT
"Senior Outbound Product Manager, Private Cloud",Wind River,IT
Senior Palantir Foundry Developer,The Nuclear Company,IT
Senior Paralegal - Litigation,Latham & Watkins - NA,Non-IT
Senior Payroll Tax Analyst,Paramount,Non-IT
"Senior Performance Software Engineer, Deep Learning Libraries",RemoteWorker US,IT
Senior Pharmacy App Analyst - Pharmacy Technician,Tufts Medicine,Non-IT
Senior Photonics Engineer,Draper,IT
Senior Physician Recruiter - Physician Recruiting - Full Time,The Guthrie Clinic,Non-IT
Senior Piping Stress Engineer 2 - Nuclear,Sargent & Lundy,IT
Senior Plant Floor Systems Engineer,Lucid Motors,IT
Senior Platform Engineer,RemoteWorker US,IT
Senior Platform Engineer,DTEX Systems,IT
"Senior Platform Software Engineer, PCIe",NVIDIA,IT
"Senior Power and Performance Software Engineer, Annapurna Labs",Amazon Web Services (AWS),IT
Senior Power Architecture and Optimization Engineer,RemoteWorker US,IT
Senior Power Architecture and Optimization Engineer,NVIDIA,IT
Senior Power Electronics Engineer,Astranis,IT
Senior Power Electronics Validation Engineer,"Rivian Automotive, LLC",IT
Senior Power Systems Engineer,Electric Power Engineers,IT
Senior Power Systems Engineer,Eaton,IT
Senior Principal DevSecOps Engineer,Dice - JW,IT
Senior Principal Engineer,PandoLogic,IT
Senior Principal Engineer – Antenna Design Engineer,"BAE Systems, Inc.",IT
Senior Principal Engineer Software,Palo Alto Networks,IT
Senior Principal Engineer Systems Architect,Infineon Technologies,IT
"Senior Principal Engineer, RF Product Owner",Collins Aerospace,IT
Senior Principal Enterprise Portfolio Architect - State Government Solutions,Lensa,IT
Senior Principal Machine Learning Engineer - Central AI,ATLASSIAN,IT
Senior Principal Software Engineer,Collins Aerospace,IT
Senior Principal Software Engineer,Scientific Research Corporation,IT
Senior Principal Software Engineer - AI GPU Innovation,Dice - JW,IT
"Senior Principal Solution Architect, Corporate Functions",Lensa,IT
